index,pe_ratio,pb_ratio,market_cap,return_on_asset_net_profit,du_return_on_equity,ev,earnings_per_share,revenue,total_expense,date,return
1466,601901.XSHG,88.48299999999999,1.9417,27267000000.0,0.4968,0.9672,38543731632.7,0.02,566332691.23,310058831.37,2012-07-31,-0.08946589226739557
1467,601933.XSHG,40.2168,3.8122,15657481000.0,1.2296,2.8651,28341860324.8,0.15,6223550539.3,6076463561.62,2012-07-31,0.1853858854409212
1468,601958.XSHG,56.1627,2.9074,38396592360.0,1.1327,1.2242,42240343839.6,0.05,2178530268.71,1968550883.1,2012-07-31,-0.06554767886024973
1469,601989.XSHG,16.6575,1.6591,67911481076.0,0.5819,2.5184,217354168034.0,0.0702,12324348198.6,11164620017.0,2012-07-31,0.03887176530589618
1470,000001.XSHE,5.9062,0.9108,72700342403.0,0.4998,8.8308,1481641223310.0,0.82,19626000000.0,10789000000.0,2012-08-31,-0.07468819088140831
1471,000002.XSHE,8.5018,1.6004,88181585948.0,1.4476,6.894,354360099634.0,0.34,30722991215.8,25181340052.8,2012-08-31,0.0511148819624304
1472,000008.XSHE,24.0976,11.2103,828598590.0,0.016,0.0181,844943978.3,0.195,154890371.88,136196183.43,2012-08-31,-0.02222566405947491
1473,000060.XSHE,19.205,2.8289999999999997,15533944826.0,1.7294,3.8671,24255493592.1,0.1,8115373229.74,7770833239.57,2012-08-31,0.09030344883617
1474,000069.XSHE,12.7735,2.3517,39993242113.0,1.7431,6.2756,93818202938.4,0.1437,6680427109.59,5315075004.76,2012-08-31,0.01818672215158176
1475,000100.XSHE,20.7049,1.403,15681004843.0,0.6652,2.5148,67457785233.0,0.0334,29809054000.0,29909934000.0,2012-08-31,0.027038269550748683
1476,000402.XSHE,9.396,0.9328,17375438104.0,1.9606,5.9993,63022550642.3,0.36,5138825299.38,4291375057.56,2012-08-31,0.04530373161839996
1477,000413.XSHE,67.7348,15.5633,4258960000.0,15.144,16.2707,4455544163.16,0.11,361355746.17,240200515.94,2012-08-31,0.07555051455128925
1478,000415.XSHE,14.7227,1.0687,7767828189.0,0.9933,2.42,20707136428.3,0.1945,1184903736.78,827722590.77,2012-08-31,-0.0457655107336635
1479,000423.XSHE,25.9405,5.8427,22635685396.0,10.824000000000002,12.7697,26624596439.5,0.7125,1148734913.08,635278889.48,2012-08-31,0.11875181758199832
1480,000425.XSHE,8.0486,1.3598,22050884666.0,4.2037,10.1407,52994087263.5,0.77,17961399172.3,16138445759.8,2012-08-31,-0.003721579345234611
1481,000503.XSHE,660.0367,4.8259,5905261880.0,0.4302,0.8397,5341880541.09,0.0115,80063936.55,80287436.13,2012-08-31,0.09284627092846262
1482,000538.XSHE,29.4138,6.5388,40336882430.0,7.6011,12.3597,44723420360.2,1.04,6141740810.33,5309672114.21,2012-08-31,0.07056794936329278
1483,000540.XSHE,13.7558,3.4431,8082093685.0,1.689,14.2324,27083525307.9,0.2505,1391199499.2,1204965748.64,2012-08-31,0.011041723232871744
1484,000559.XSHE,18.0089,1.9695,6994427090.0,1.8694,4.3094,13581845847.4,0.10800000000000001,4094279686.75,3924974027.45,2012-08-31,-0.009138885313425191
1485,000568.XSHE,14.2758,6.8444,50016063387.0,16.9508,27.7515,62785948710.3,1.4369999999999998,5192584203.75,2483849813.96,2012-08-31,0.07631985631943873
1486,000623.XSHE,6.6045,1.3824,13005134816.0,4.18,4.6691,16036065039.8,0.48,665602132.12,560789356.77,2012-08-31,0.03782338528614421
1487,000625.XSHE,44.8579,1.5019999999999998,22335224457.0,1.4486,3.8503,45879068822.0,0.12,14044230553.8,14389673635.8,2012-08-31,0.10646897102709307
1488,000627.XSHE,-26.3625,2.7321,3871267017.0,-3.8467,-5.442,5002217242.68,-0.055999999999999994,445800145.96,477076211.29,2012-08-31,0.01398110092387679
1489,000630.XSHE,19.2852,2.2848,23683967739.0,1.2103,4.8906,53178736518.0,0.35,33722749049.0,33224447177.1,2012-08-31,0.18428276223668372
1490,000651.XSHE,10.4347,2.7737,61571005536.0,3.3859,14.4261,123333018779.0,0.96,48303311640.1,45010474839.4,2012-08-31,0.04445325185062067
1491,000671.XSHE,14.8121,2.7211,4716848796.0,0.6444,5.1159,14720783554.8,0.09,1415085321.58,1289366572.05,2012-08-31,0.10913477724161144
1492,000686.XSHE,-127.7208,4.6976,14982105975.0,0.9778,3.9044,20333071625.2,0.19,609809077.8,479882255.04,2012-08-31,0.06530978056607599
1493,000709.XSHE,33.1331,0.6104,26121774123.0,0.2815,0.9201,129512021386.0,0.037000000000000005,59687562328.8,59324218749.3,2012-08-31,-0.0528319445031937
1494,000723.XSHE,-586.4963,3.2029,1474167499.0,-1.5558,-2.6136,1984486257.64,-0.04,609678559.51,628045690.66,2012-08-31,0.06818181818181829
1495,000725.XSHE,24.4611,0.9754,24203560790.0,-1.5830000000000002,-3.1226,57451918017.3,-0.057999999999999996,9608882013.0,10831568433.0,2012-08-31,0.06700329059344158
1496,000728.XSHE,48.6769,1.3780000000000001,20426640000.0,1.3255,1.9975,28515950910.8,0.15,843755472.67,483544409.06,2012-08-31,0.12979775556133938
1497,000738.XSHE,42.8015,3.0918,7910414906.0,1.7693,3.2208,11402105054.0,0.0864,987830783.68,894780632.41,2012-08-31,-0.01310169756614014
1498,000750.XSHE,242.9195,6.4395,16862264293.0,1.493,5.4986,30130070396.8,0.08,788435305.84,568473264.27,2012-08-31,0.009564528315795262
1499,000768.XSHE,40.982,1.8412,17417657633.0,0.1827,0.4943,30577325643.0,-0.0099,5557735790.01,5618584035.94,2012-08-31,0.03555413196668792
1500,000776.XSHE,27.9687,1.9637,61264666652.0,1.8785,4.6141,134705863376.0,0.25,3982857697.12,2089983666.25,2012-08-31,0.314002904943784
1501,000783.XSHE,43.617,1.5697,18543048621.0,1.4343,3.4698,37151254405.2,0.17,1227735172.02,707787486.19,2012-08-31,0.1803320927569424
1502,000792.XSHE,22.6694,3.3026,48796822348.0,4.5334,9.2187,72189673203.2,0.8245,3917011856.39,2423182663.04,2012-08-31,-0.056061368209255516
1503,000826.XSHE,33.257,6.6323,11636045777.0,4.2991,10.2666,13785417593.2,0.309,818161283.55,625238612.04,2012-08-31,0.04665994662000665
1504,000839.XSHE,62.6313,1.6871,9674131438.0,0.7098,1.3847,16379151717.6,0.0509,877231573.39,961322843.83,2012-08-31,0.011341035081037495
1505,000858.XSHE,15.7674,4.7139999999999995,123634636070.0,13.69,20.4522,133409987156.0,1.329,15049709413.4,8115683206.93,2012-08-31,0.04083646732483425
1506,000876.XSHE,9.3325,2.1704,23597553304.0,5.4889,9.7435,36256557672.9,0.57,35866678781.4,35384679274.4,2012-08-31,-0.0714309947075587
1507,000895.XSHE,37.3803,16.5635,62166341156.0,4.0025,6.2942,39293804638.6,0.4656,18323625087.3,16958584671.8,2012-08-31,0.07079975621317808
1508,000938.XSHE,49.0732,2.6844,2396710400.0,0.8633,2.1336,3465430238.44,0.08800000000000001,2687276371.05,2674427375.99,2012-08-31,-0.05073375625927501
1509,000959.XSHE,-13.0942,1.1624,8424934002.0,-2.8784,-4.7111,16852672528.0,-0.1178,5604852073.52,6082692925.16,2012-08-31,-0.014072088594201814
1510,000961.XSHE,11.5573,1.9334,11409789238.0,1.2757,8.2561,44059369946.1,0.4,5133038614.23,4470756011.79,2012-08-31,-0.035828194769296134
1511,000963.XSHE,32.4756,8.0453,14341342103.0,5.3107,15.3248,17481688244.0,0.5846,7046070997.46,6634571483.55,2012-08-31,0.04418694476631909
1512,000983.XSHE,15.1428,2.5225,39484536000.0,4.5288,11.1913,69842852197.9,0.5256,15684625072.3,13226736677.1,2012-08-31,0.06943416862354042
1513,002007.XSHE,43.6948,5.6313,14312927232.0,6.6969,7.1148,14438367989.4,0.3031,438101638.01,202647944.81,2012-08-31,0.04509188765230091
1514,002008.XSHE,14.2256,2.8313,7947858126.0,2.6202,5.9371,10066483360.8,0.16,1742336298.3,1596920666.5,2012-08-31,-0.022339897401952663
1515,002024.XSHE,10.8399,1.9319,44445919763.0,2.8889,7.7383,91276812555.7,0.25,47191067000.0,45013152000.0,2012-08-31,0.1528252187951398
1516,002027.XSHE,-17.0064,1.8792,1118639929.0,-1.0917,-1.5169,1464040171.28,-0.0301,528389662.85,544004891.26,2012-08-31,0.040553285130462184
1517,002044.XSHE,30.2959,5.0383,1843335000.0,1.4641,2.575,2131343944.04,0.043,247057637.74,233692878.88,2012-08-31,0.1520585371981283
1518,002065.XSHE,25.5659,4.871,12143422720.0,6.6274,9.4792,12764649684.5,0.327,1383511529.31,1179818716.57,2012-08-31,0.005687560224682028
1519,002074.XSHE,34.4997,3.3783,1507539600.0,4.5338,9.0608,2135854601.96,0.16,396855219.71,350446932.36,2012-08-31,0.023522304289361244
1520,002081.XSHE,30.9385,8.1741,27977566994.0,5.246,12.7034,33841864310.4,0.3559,5174252757.79,4678014700.64,2012-08-31,0.02806205049206703
1521,002142.XSHE,7.3547,1.3562,27627000668.0,0.802,11.042,284823392879.0,0.75,4961973000.0,2247249000.0,2012-08-31,-0.055318589225652574
1522,002146.XSHE,9.4299,2.4196,16565427345.0,2.8372,12.9068,41713279907.2,0.45,5541806411.08,4452449486.72,2012-08-31,0.004520887003081282
1523,002153.XSHE,25.919,6.0913,6955200000.0,10.9866,12.5464,8071547660.93,0.45,360634185.44,237592956.15,2012-08-31,-0.05333405236336182
1524,002174.XSHE,649.3195,4.9469,1142912111.0,0.3936,0.6121,1689928825.97,0.02,199595071.55,198636506.92,2012-08-31,0.07328398090148495
1525,002230.XSHE,72.0253,8.9894,10870831435.0,3.9131,4.8969,7724425180.98,0.15,303669725.63,263684858.56,2012-08-31,-0.011476739992787591
1526,002236.XSHE,44.31100000000001,12.6386,21042662160.0,9.2036,14.243,18005529416.0,0.2,1296870812.88,1097639440.64,2012-08-31,0.08753530739394272
1527,002241.XSHE,47.1272,6.6206,31249416611.0,4.7856,9.2445,34126860620.0,0.22,2547890307.87,2163311697.78,2012-08-31,0.01194103925753142
1528,002252.XSHE,32.5423,7.222,6110208000.0,6.3146,7.6579,6845794238.15,0.138,237484198.86,160617109.7,2012-08-31,0.00564412894216225
1529,002292.XSHE,58.3853,5.8335,7938048000.0,4.1421,4.6064,8693571831.24,0.1,492051229.59,417274277.88,2012-08-31,-0.033534677015523234
1530,002294.XSHE,20.6405,4.2899,9527462400.0,9.9582,11.5813,12094194861.8,0.39,849086642.86,555051098.39,2012-08-31,0.2227833489647212
1531,002304.XSHE,24.484,11.2467,131749200000.0,16.5869,29.381,151594454016.0,2.94,9309772422.09,5162650172.13,2012-08-31,0.02467399541120259
1532,002310.XSHE,32.1828,7.6132,16785267187.0,5.4578,11.9062,20295149670.1,0.4,1509265738.76,1186687232.92,2012-08-31,0.06337557462248836
1533,002352.XSHE,39.6776,2.4525,1735626394.0,2.3616,3.3868,1908167542.52,0.31,395555776.61,373961323.37,2012-08-31,-0.07951017592273202
1534,002385.XSHE,24.4215,3.9585,14597136000.0,6.7698,8.697000000000001,16453813592.4,0.19,4467580729.29,4098434962.78,2012-08-31,0.17189061739152733
1535,002411.XSHE,38.5992,3.5444,2865348000.0,4.1995,5.7184,3180886806.01,0.13,529260620.77,480380746.28,2012-08-31,-0.08427424336009892
1536,002415.XSHE,30.9793,7.3338,52160000000.0,8.7512,10.4855,55244782913.2,0.182,2818679482.49,2078346754.96,2012-08-31,0.0628825820812466
1537,002424.XSHE,40.7632,4.3427,8725920000.0,3.2334,4.8421,8894426095.27,0.2,558761002.41,444135344.78,2012-08-31,-0.0641446255834404
1538,002426.XSHE,40.194,1.9433,2534595300.0,2.5089,3.4226,3267915634.39,0.1111,820969134.19,764668331.89,2012-08-31,0.02214111922141109
1539,002450.XSHE,49.4652,4.4529,12448165800.0,6.197,9.4204,10918944222.7,0.22,961642839.58,748546011.64,2012-08-31,0.07415806780814149
1540,002456.XSHE,54.0706,6.3717,6746880000.0,2.9542,8.4599,8100969128.53,0.22,1286646171.47,1175727346.5,2012-08-31,0.026474579207206264
1541,002460.XSHE,52.6561,4.5838,3334500000.0,3.7533,4.4932,3977236156.86,0.22,299343023.38,265400754.82,2012-08-31,-0.05621730751583009
1542,002465.XSHE,32.6639,1.9093,7973506110.0,1.9934,2.3741,7898620345.47,0.3,481856728.5,420662569.99,2012-08-31,0.11760399508458172
1543,002466.XSHE,103.4212,4.4013,4362960000.0,1.9568,2.2026,4739931382.83,0.15,201537376.69,178648379.51,2012-08-31,-0.011806086116677009
1544,002468.XSHE,-116.9802,2.5047,1801728000.0,0.5314,1.1159999999999999,2607556742.25,0.03,588193638.04,581614840.45,2012-08-31,-0.005112436557625982
1545,002470.XSHE,20.7632,3.2532,10682000000.0,5.1904,9.5078,12104865069.7,0.43,5246535518.8,4917723637.56,2012-08-31,-0.02162721651730998
1546,002475.XSHE,44.5105,6.1468,11635562400.0,4.2188,5.5524,11662595218.6,0.19,1263318582.66,1108329132.32,2012-08-31,-0.03420726904467202
1547,002500.XSHE,119.0502,3.2691,19774352000.0,0.5801,1.4347,27159684937.0,0.04,490204852.0,391224401.0,2012-08-31,0.0
1548,002508.XSHE,23.088,3.145,4922880000.0,5.2901,6.9253,5022105318.67,0.42,858811164.74,741073582.77,2012-08-31,-0.08945533245160509
1549,002555.XSHE,73.1002,1.6954,1303820000.0,0.9352,1.0242,1448138758.33,0.06,156128417.08,148029076.05,2012-08-31,0.06267707429893035
1550,002558.XSHE,31.4709,2.476,1423835000.0,1.4809,1.5147,1358168125.83,0.21,140783647.32,132152854.63,2012-08-31,-0.040532173039913036
1551,002572.XSHE,27.7746,2.8696,3890520000.0,3.3646,3.7533,4284084426.37,0.1193,426439854.93,365048368.64,2012-08-31,-0.03795579595262516
1552,002601.XSHE,16.812,2.2259,4684960000.0,5.3975,7.4622,8094343657.96,0.82,1133374749.4,953239972.13,2012-08-31,-0.03209498276522409
1553,002602.XSHE,15.6639,1.1619,1806000000.0,3.6343,4.109,2495523800.07,0.24,466620229.04,391675251.92,2012-08-31,0.04798070050035733
1554,002608.XSHE,23.579,1.1202,2257920000.0,0.7199,1.8618,6166180615.27,0.25,1093733336.52,1061862386.81,2012-08-31,0.07553236259574105
1555,002624.XSHE,42.5651,3.3838,1628000000.0,2.8393,4.1139,1864070455.21,0.1,180038157.81,163681151.87,2012-08-31,-0.10688322501273753
1556,002673.XSHE,156.8506,3.1112,15516000000.0,0.9805,2.5083,26065563961.4,0.1,423435028.91,286210236.3,2012-08-31,0.0943557258278649
1557,300003.XSHE,18.5436,3.3919,8282400000.0,9.4253,9.901,10816307903.1,0.2916,506692053.75,235330333.86,2012-08-31,-0.0980491666835833
1558,300015.XSHE,44.6773,5.8553,8206512000.0,5.3341,6.615,9226925420.7,0.21,742695520.38,625537199.94,2012-08-31,-0.11609422765689625
1559,300017.XSHE,42.753,3.7878,3007178577.0,4.2109,4.5079,2545359503.59,0.23,353644504.02,320792054.45,2012-08-31,-0.02050364662171464
1560,300024.XSHE,35.4675,5.46,6941431200.0,5.1787,6.8512,6934585459.31,0.28,513641747.47,433309450.96,2012-08-31,0.007734760431474187
1561,300027.XSHE,40.4768,5.8203,9906624000.0,3.5782,6.2253,11084229224.8,0.17,449130520.36,420020330.7,2012-08-31,-0.056172485214483536
1562,300033.XSHE,50.5938,2.0983,2346624000.0,1.5524,1.7099,2457674394.94,0.14,94976323.67,77983362.25,2012-08-31,-0.1827057518923871
1563,300059.XSHE,38.8134,2.0339,3504480000.0,2.349,2.4888,4032416090.34,0.06,128221202.93,85987131.69,2012-08-31,-0.017325163743925596
1564,300070.XSHE,49.3234,5.4155,18010792800.0,2.0304,2.4483,17388706710.9,0.15,466208037.87,359154882.05,2012-08-31,0.06013655462184879
1565,300072.XSHE,37.8599,3.7568,4412167200.0,2.5799,4.5016,4898647801.7,0.1,382211564.03,319539416.76,2012-08-31,-0.00970053403636861
1566,300122.XSHE,53.3829,4.8831,11068000000.0,4.4754,4.7976,10354729979.5,0.27,327989356.54,237971572.85,2012-08-31,0.06902337081297454
1567,300124.XSHE,24.6422,3.0561,7690464000.0,5.2632,5.6579,9072662085.14,0.37,528313222.7,394104382.21,2012-08-31,-0.04197353842142998
1568,300136.XSHE,32.9312,2.8005,1876093800.0,2.1331,2.2533,2193510393.64,0.1136,60295436.15,45003692.29,2012-08-31,-0.030542366691015326
1569,300144.XSHE,29.9373,2.6616,7340256000.0,4.1394,4.6625,8281751980.02,0.23,239641352.29,110637939.28,2012-08-31,-0.0045274160192275825
1570,300251.XSHE,31.2932,3.5,6160616000.0,4.3782,4.591,5679763263.76,0.16,278254170.11,190529274.37,2012-08-31,-0.09588621444201316
1571,300315.XSHE,65.1948,4.9859,4268252800.0,5.7429,5.9102,3426558447.08,0.11,95870847.01,59679042.61,2012-08-31,-0.04867774397378875
1572,600000.XSHG,4.4922,0.8769,141952917468.0,0.6036,11.0594,3009575529600.0,0.922,40002000000.0,17496000000.0,2012-08-31,-0.03022980226316882
1573,600008.XSHG,18.125999999999998,1.7959,9416000000.0,1.0663,2.9529,22258857031.5,0.0714,1241693715.33,1046968060.77,2012-08-31,-0.042076946502893085
1574,600009.XSHG,15.0859,1.5445,23104231792.0,4.2254,4.9789,27603731611.6,0.39,2273684571.61,1550184510.16,2012-08-31,-0.015011757843119368
1575,600010.XSHG,230.3193,2.5699,32824819097.0,0.1318,0.5464,75251466572.6,0.04,19945895518.6,19558700048.4,2012-08-31,-0.001987193640980375
1576,600015.XSHG,5.4277,0.8728,59866603282.0,0.4675,9.1711,1343358643890.0,0.68,19452000000.0,11376000000.0,2012-08-31,-0.08009295120061967
1577,600018.XSHG,12.5764,1.2595,56432845532.0,3.3057,5.0003,87264714543.7,0.099,13646115290.8,10558608563.5,2012-08-31,-0.020167516728276803
1578,600019.XSHG,6.4202,0.6779999999999999,76352529664.0,4.2358,8.7721,178798131535.0,0.55,98100643195.0,95824679359.9,2012-08-31,0.05045776651321576
1579,600021.XSHG,17.6748,1.6398,10356338004.0,1.1709,5.0094,34094424963.6,0.1428,7142298482.14,7064877016.1,2012-08-31,-0.049598798742433545
1580,600031.XSHG,9.5237,3.3612,74949879572.0,8.8937,24.595,148718473759.0,0.68,31760307000.0,25830696000.0,2012-08-31,-0.02736557687111588
1581,600038.XSHG,43.7008,3.4375,5333503500.0,1.2776,3.0222,8244770980.06,0.1369,823111098.67,761760311.05,2012-08-31,-0.02467189557748325
1582,600048.XSHG,10.7523,1.84,67168527219.0,1.5805,6.9968,259774368934.0,0.35,20182923033.2,15884132782.8,2012-08-31,0.1434762563393268
1583,600050.XSHG,47.3548,1.128,80123134373.0,0.7315,1.6262,336445604206.0,0.0545,125292803978.0,121364730968.0,2012-08-31,-0.023793565683646097
1584,600061.XSHG,-150.1567,3.4952,1999526500.0,-0.9023,-2.2269,3014927283.37,-0.03,1349737972.46,1359879825.09,2012-08-31,-0.025767567803642283
1585,600066.XSHG,12.2881,2.7092,16369701754.0,5.8477,12.5796,20964803094.4,0.5115,8296243064.93,7694153439.37,2012-08-31,-0.0620375640295959
1586,600068.XSHG,11.9012,1.5545,18309159629.0,1.4435,7.5323,77815244276.9,0.247,26170647833.6,25040656470.5,2012-08-31,-0.01903558734101337
1587,600074.XSHG,-23.0229,7.7857,2168869824.0,-4.5886,-30.9725,4268152068.82,-0.154,851108704.17,978691685.85,2012-08-31,0.0152435246003221
1588,600085.XSHG,45.2561,6.1341,22017930902.0,6.1686,8.6968,25436443209.6,0.23600000000000002,3910437024.39,3335268607.67,2012-08-31,0.02128500172848037
1589,600089.XSHG,14.3062,1.1811,15549803056.0,1.5722,4.205,38770001137.6,0.2075,9831989841.58,9389957618.52,2012-08-31,0.08645294307891346
1590,600100.XSHG,20.9831,1.7991,15384806576.0,0.7559999999999999,1.8151,38458951200.7,0.078,9778555451.85,9906498776.06,2012-08-31,0.00517434399148071
1591,600104.XSHG,6.0328,1.1432,125140181239.0,5.6988,10.1819,316273902010.0,0.978,235561226437.0,221871753540.0,2012-08-31,0.1929489896848948
1592,600109.XSHG,52.1105,3.5178,11752844957.0,2.222,6.047999999999999,19820291912.1,0.19899999999999998,805236884.2,538596938.0,2012-08-31,0.31660983925961994
1593,600111.XSHG,24.8727,11.264000000000001,76391267760.0,11.6249,25.2841,102363559016.0,0.648,6297136679.12,3886717850.2,2012-08-31,0.07799804054416336
1594,600118.XSHG,35.9851,4.2517,8909340083.0,2.4819,5.5386,14691169875.9,0.12,1776670695.19,1633207851.05,2012-08-31,0.09978915179837493
1595,600153.XSHG,6.0645,1.3119,11770568898.0,2.0164,10.549000000000001,64211272422.5,0.4,40529233169.9,38989970625.1,2012-08-31,-0.013322831101609223
1596,600157.XSHG,22.5938,1.6196,12867833378.0,2.0253,6.6684,31023019708.1,0.2034,3044741628.5,2357178238.26,2012-08-31,0.20058050717995735
1597,600170.XSHG,9.9127,1.3942,15217717169.0,1.0546,6.5166,73885094395.2,0.3,44243829642.5,43601513950.1,2012-08-31,0.2963206307490146
1598,600177.XSHG,9.1503,1.3183,16543724894.0,1.8818,7.1694,54503607434.3,0.4,5427455237.01,4621198071.92,2012-08-31,0.0026948340992756802
1599,600196.XSHG,20.839000000000002,2.0564,20853096386.0,3.8454,7.0485,28354020461.5,0.37,3494274154.83,3380995689.81,2012-08-31,-0.023746157698842286
1600,600208.XSHG,16.3119,2.0293,21029762232.0,0.7574,2.8002,53960186914.1,0.045,2254627190.67,2351036410.88,2012-08-31,0.029773707235703342
1601,600219.XSHG,13.0745,0.778,12204514863.0,2.0381,2.4946,17396890094.5,0.2,7400937349.74,6924871269.0,2012-08-31,0.06974938532545408
1602,600221.XSHG,9.6533,1.6349,23755254491.0,0.6177,3.4408,85526278081.3,0.12,13891394000.0,13634407000.0,2012-08-31,-0.017939628316682714
1603,600233.XSHG,14.5197,1.6123,1518000000.0,3.0001,2.8752,1947189973.49,0.1634,370883716.56,311490517.5,2012-08-31,-0.0989155587821589
1604,600271.XSHG,14.7174,2.9305,14451210000.0,9.4692,10.9359,19253317597.2,0.58,6693563930.78,5932986137.75,2012-08-31,-0.007030964367072563
1605,600276.XSHG,38.4329,7.9179,37134038572.0,11.6088,12.5019,35855674276.5,0.4096,2610756328.38,1898550055.81,2012-08-31,0.009322195521989641
1606,600297.XSHG,268.101,2.2049,1907500000.0,0.4223,0.711,2728192814.43,0.017,467290487.79,466898515.11,2012-08-31,-0.012851286975146854
1607,600309.XSHG,14.7647,3.9081,27158924083.0,6.9605,13.84,39120363462.5,0.45,7160169875.23,5721462397.29,2012-08-31,0.10190517889820712
1608,600340.XSHG,9.6228,3.8809,14754518421.0,4.1305,38.2612,43525089328.7,1.43,4426001474.87,2760489564.38,2012-08-31,0.06516672124516022
1609,600352.XSHG,13.1185,1.1246,8032235137.0,1.6559,3.8936,15667786612.9,0.1841,4196110548.6,3952423328.63,2012-08-31,0.06945993308905524
1610,600369.XSHG,91.2329,1.8537,19161075137.0,1.6437,2.7906,32274909148.6,0.12,705423269.84,351098159.46,2012-08-31,0.15759125420721687
1611,600372.XSHG,57.6869,6.7931,25097973492.0,3.0899,6.0141,26902446741.2,0.1595,1951488465.94,1719248234.85,2012-08-31,-0.05552494559078765
1612,600373.XSHG,17.1805,2.4357,8826332480.0,3.074,6.3373,12261429648.6,0.42,4909936204.42,4687497293.06,2012-08-31,0.0269960615825278
1613,600376.XSHG,7.4788,1.2013,14423613750.0,0.5544,2.9897,71885768514.8,0.24,3292018115.32,2960380772.73,2012-08-31,0.018332943525898145
